Date,Adj Close,Close,High,Low,Open,Volume
2019-12-30,193.32801818847656,238.5,241.0,237.10000610351562,238.60000610351562,21896294
2020-01-06,192.92269897460938,238.0,238.75,233.25,237.5,42522968
2020-01-13,194.5033721923828,239.9499969482422,243.89999389648438,238.25,238.5,46325883
2020-01-20,193.0443115234375,238.14999389648438,243.25,236.89999389648438,240.0500030517578,38169112
2020-01-27,177.52134704589844,219.0,239.25,215.5,237.0,112997281
2020-02-03,172.98194885253906,213.39999389648438,219.89999389648438,205.0,215.0,181307778
2020-02-10,168.36154174804688,207.6999969482422,216.9499969482422,206.8000030517578,214.0,72234410
2020-02-17,168.15890502929688,207.4499969482422,208.64999389648438,200.5,208.0,61144223
2020-02-24,160.13394165039062,197.5500030517578,207.4499969482422,192.0500030517578,207.0,99676312
2020-03-02,147.32650756835938,181.75,203.4499969482422,179.75,199.5,110961969
2020-03-09,131.51979064941406,162.25,179.0,134.60000610351562,179.0,163380759
2020-03-16,142.26022338867188,175.5,176.5,144.75,158.0,282900574
2020-03-23,132.2898712158203,163.1999969482422,166.0,139.0,158.0,257491859
2020-03-30,144.20567321777344,177.89999389648438,182.75,156.0500030517578,156.0500030517578,151760412
2020-04-06,150.16357421875,185.25,186.25,173.64999389648438,177.89999389648438,116306633
2020-04-13,152.4738006591797,188.10000610351562,193.75,181.0500030517578,184.5,120584321
2020-04-20,145.94847106933594,180.0500030517578,189.9499969482422,176.0,189.9499969482422,135279076
2020-04-27,147.5696563720703,182.0500030517578,184.89999389648438,178.0500030517578,180.25,82514118
2020-05-04,128.27740478515625,158.25,181.75,157.10000610351562,181.75,163145228
2020-05-11,133.46522521972656,164.64999389648438,173.60000610351562,157.5,160.0,89398360
2020-05-18,151.0552520751953,186.35000610351562,191.89999389648438,163.14999389648438,166.0,163660171
2020-05-25,159.9718475341797,197.35000610351562,198.0,186.35000610351562,186.35000610351562,138192216
2020-06-01,162.11993408203125,200.0,205.25,195.0,201.0,106744673
2020-06-08,157.17527770996094,193.89999389648438,206.1999969482422,187.85000610351562,202.89999389648438,129075143
2020-06-15,149.1908721923828,184.0500030517578,193.9499969482422,180.6999969482422,193.89999389648438,135544874
2020-06-22,158.2290802001953,195.1999969482422,209.39999389648438,183.14999389648438,186.5,260126019
2020-06-29,168.23995971679688,207.5500030517578,208.5,194.0,202.5,254225931
