,Run Date,Index Name,Company Name,Model,Train R2 Score,Test R2 Score,Close Day 1,Close Day 2,Close Day 3,Close Day 4,Close Day 5,High Day 1,High Day 2,High Day 3,High Day 4,High Day 5,Low Day 1,Low Day 2,Low Day 3,Low Day 4,Low Day 5
0,2025-02-12,ADANIPORTS.NS,ADANIPORTS.NS,LSTM,0.9922026217055833,0.7956372368868447,1078.0245361328125,1057.8468017578125,1038.147216796875,1016.85888671875,995.2876586914062,1090.9427121166375,1070.7649777416375,1051.0653927807,1029.777062702575,1008.2058346752312,1066.0335621328459,1045.8558277578459,1026.1562427969084,1004.8679127187834,983.2966846914396
1,2025-02-12,BAJAJ-AUTO.NS,BAJAJ-AUTO.NS,LSTM,0.9947598396525761,0.9598557426124812,8945.130859375,8960.9921875,9000.234375,9055.3740234375,9117.931640625,9001.97243516955,9017.83376329455,9057.07595079455,9112.21559923205,9174.77321641955,8891.098177920308,8906.959506045308,8946.201693545308,9001.341341982808,9063.898959170308
2,2025-02-12,BRITANNIA.NS,BRITANNIA,LSTM,0.9926659090035144,0.9790544358369622,5124.06640625,5147.97998046875,5172.43603515625,5195.66650390625,5216.96435546875,5167.436368629605,5191.349942848355,5215.805997535855,5239.036466285855,5260.334317848355,5083.3384168221455,5107.2519910408955,5131.7080457283955,5154.9385144783955,5176.2363660408955
3,2025-02-12,CIPLA.NS,cipla,LSTM,0.9928145364073208,0.8477361855759227,1438.0960693359375,1454.3084716796875,1472.8150634765625,1490.593017578125,1506.797607421875,1450.3926703398208,1466.6050726835708,1485.1116644804458,1502.8896185820083,1519.0942084257583,1426.9153094193875,1443.1277117631375,1461.6343035600125,1479.412257661575,1495.616847505325
4,2025-02-12,HDFCBANK.NS,Hdfc bank,LSTM,0.9644611941336274,0.9162262879628854,1702.63232421875,1737.52783203125,1765.914794921875,1789.661376953125,1809.8638916015625,1716.4049669472568,1751.3004747597568,1779.6874376503818,1803.4340196816318,1823.6365343300693,1688.7316780961496,1723.6271859086496,1752.0141487992746,1775.7607308305246,1795.963245478962
5,2025-02-12,HDFCLIFE.NS,HDFC life,LSTM,0.9757294560485175,0.9724574148976097,623.439453125,625.6826782226562,627.7354125976562,629.6573486328125,631.4785766601562,631.3444342941168,633.5876593917731,635.6403937667731,637.5623298019293,639.3835578292731,616.3773140772649,618.6205391749212,620.6732735499212,622.5952095850774,624.4164376124212
6,2025-02-12,HINDALCO.NS,Hindalco,LSTM,0.9942331019220043,0.9530816330306267,576.4176025390625,582.090087890625,587.71875,592.6580810546875,596.75537109375,582.7922106602282,588.4646960117907,594.0933581211657,599.0326891758532,603.1299792149157,570.4147811349549,576.0872664865174,581.7159285958924,586.6552596505799,590.7525496896424
7,2025-02-12,LTIM.NS,LTIM,LSTM,0.9923371577306452,0.9475477418387246,5682.71240234375,5581.86669921875,5486.08056640625,5395.36376953125,5308.4951171875,5747.306036022795,5646.460332897795,5550.674200085295,5459.957403210295,5373.088750866545,5621.449893579272,5520.604190454272,5424.818057641772,5334.101260766772,5247.232608423022
8,2025-02-12,NESTLEIND.NS,NESTLEIND,LSTM,0.9886846861437565,0.9301556082076362,2280.981201171875,2261.65673828125,2244.119384765625,2226.85009765625,2209.744140625,2300.5490507114605,2281.2245878208355,2263.6872343052105,2246.4179471958355,2229.3119901645855,2261.749429845846,2242.424966955221,2224.887613439596,2207.618326330221,2190.512369298971
9,2025-02-12,ONGC.NS,Oil and Natural Gas Corporation,LSTM,0.9958496601169142,0.7329343177265579,250.8509521484375,261.8898010253906,269.29638671875,274.4954833984375,278.4635009765625,252.96164051761565,264.0004893945688,271.40707508792815,276.60617176761565,280.57418934574065,248.96152563724982,260.000374514203,267.40696020756235,272.60605688724985,276.57407446537485
10,2025-02-12,TATACONSUM.NS,TATA CONSUM,LSTM,0.993861735641359,0.9592131962266727,1042.04296875,1032.46337890625,1020.5472412109375,1007.7635498046875,995.577392578125,1051.130776603156,1041.551186759406,1029.6350490640934,1016.8513576578434,1004.6652004312809,1033.0920640486593,1023.5124742049093,1011.5963365095968,998.8126451033468,986.6264878767843
11,2025-02-12,TITAN.NS,TITAN,LSTM,0.9975383644325545,0.9112321859889246,3588.452880859375,3588.626953125,3573.80517578125,3555.2041015625,3538.721435546875,3615.3997257873048,3615.5737980529298,3600.7520207091798,3582.1509464904298,3565.6682804748048,3561.7322050799235,3561.9062773455485,3547.0845000017985,3528.4834257830485,3512.0007597674235
12,2025-02-12,AUBANK.NS,AUBANK,LSTM,0.9896625335934957,0.9413732179345098,606.896240234375,604.8721313476562,602.8396606445312,600.8390502929688,598.6414794921875,616.743316720804,614.7192078340853,612.6867371309603,610.6861267793978,608.4885559786165,597.4513318466535,595.4272229599347,593.3947522568097,591.3941419052472,589.196571104466
