,Run Date,Index Name,Company Name,Model,Train R2 Score,Test R2 Score,Close Day 1,Close Day 2,Close Day 3,Close Day 4,Close Day 5,High Day 1,High Day 2,High Day 3,High Day 4,High Day 5,Low Day 1,Low Day 2,Low Day 3,Low Day 4,Low Day 5
7,2025-02-12,LTIM.NS,LTIM,LSTM,0.9947388861771218,0.9697967384312024,5714.0927734375,5758.1357421875,5792.259765625,5827.62060546875,5863.97265625,5778.861299313491,5822.904268063491,5857.028291500991,5892.389131344741,5928.741182125991,5652.805973626498,5696.848942376498,5730.972965813998,5766.333805657748,5802.685856438998
2,2025-02-12,BRITANNIA.NS,BRITANNIA,LSTM,0.9928550051155646,0.9675853215373693,4873.5380859375,4842.8369140625,4812.57421875,4782.837890625,4754.09228515625,4917.158269315309,4886.457097440309,4856.194402127809,4826.458074002809,4797.712468534059,4832.8407101783205,4802.1395383033205,4771.8768429908205,4742.1405148658205,4713.3949093970705
4,2025-02-12,HDFCBANK.NS,Hdfc bank,LSTM,0.9886701944383813,0.9643216735380261,1689.65966796875,1679.0067138671875,1669.2733154296875,1660.5640869140625,1652.9395751953125,1703.4207681275082,1692.7678140259457,1683.0344155884457,1674.3251870728207,1666.7006753540707,1675.7401762845625,1665.087222183,1655.3538237455,1646.644595229875,1639.020083511125
10,2025-02-12,TATACONSUM.NS,TATA CONSUM,LSTM,0.9955149295896868,0.9639995136489404,1020.3543090820312,1022.9412841796875,1027.2889404296875,1032.3201904296875,1037.65576171875,1029.4576199195515,1032.0445950172077,1036.3922512672077,1041.4235012672077,1046.7590725562702,1011.3999019889089,1013.9868770865652,1018.3345333365652,1023.3657833365652,1028.7013546256276
8,2025-02-12,NESTLEIND.NS,NESTLEIND,LSTM,0.9911988135904073,0.9619946801008903,2199.78759765625,2204.3486328125,2206.41015625,2209.6064453125,2213.437255859375,2219.406467577933,2223.967502734183,2226.029026171683,2229.225315234183,2233.056125781058,2180.566756808507,2185.127791964757,2187.189315402257,2190.385604464757,2194.216415011632
1,2025-02-12,BAJAJ-AUTO.NS,BAJAJ-AUTO.NS,LSTM,0.996371417721011,0.960768527078803,8787.052734375,8856.6357421875,8914.9736328125,8953.341796875,8976.9365234375,8844.13386992249,8913.71687773499,8972.05476835999,9010.42293242249,9034.01765898499,8733.035612350453,8802.618620162953,8860.956510787953,8899.324674850453,8922.919401412953
5,2025-02-12,HDFCLIFE.NS,HDFC life,LSTM,0.9689870979912243,0.9564418151083167,611.886474609375,606.164794921875,601.3436279296875,595.4232177734375,588.9501342773438,619.7878467072319,614.0661670197319,609.2450000275444,603.3245898712944,596.8515063752006,604.8197436649612,599.0980639774612,594.2768969852737,588.3564868290237,581.8834033329299
6,2025-02-12,HINDALCO.NS,Hindalco,LSTM,0.9949347095690604,0.9412218972275833,594.4951782226562,592.9661865234375,591.4906005859375,590.1226806640625,588.7853393554688,600.8803476634846,599.3513559642658,597.8757700267658,596.5078501048908,595.1705087962971,588.4827957192939,586.9538040200752,585.4782180825752,584.1102981607002,582.7729568521064
12,2025-02-12,AUBANK.NS,AUBANK,LSTM,0.9895875646708273,0.94057990439668,567.5173950195312,564.729248046875,561.699951171875,558.5466918945312,555.5049438476562,577.3783655235657,574.5902185509094,571.5609216759094,568.4076623985657,565.3659143516907,558.0958458293914,555.3076988567351,552.2784019817351,549.1251427043914,546.0833946575164
3,2025-02-12,CIPLA.NS,cipla,LSTM,0.9942978280390538,0.9055412697980705,1455.00439453125,1458.7784423828125,1462.15087890625,1464.732421875,1466.6905517578125,1467.3077885188372,1471.0818363703997,1474.4542728938372,1477.0358158625872,1478.9939457453997,1443.781384503059,1447.5554323546214,1450.927868878059,1453.509411846809,1455.4675417296214
11,2025-02-12,TITAN.NS,TITAN,LSTM,0.9970303539058748,0.8867201302545757,3261.294189453125,3246.050537109375,3232.079345703125,3217.776611328125,3202.232177734375,3288.4792590895977,3273.2356067458477,3259.2644153395977,3244.9616809645977,3229.4172473708477,3234.5638719149897,3219.3202195712397,3205.3490281649897,3191.0462937899897,3175.5018601962397
9,2025-02-12,ONGC.NS,Oil and Natural Gas Corporation,LSTM,0.9940686278199399,0.8285125939113858,245.96571350097656,254.79225158691406,261.41461181640625,265.3755187988281,268.2845153808594,248.08763942363183,256.9141775095693,263.5365377390615,267.49744472148336,270.4064413035146,244.0758455531026,252.9023836390401,259.52474386853225,263.48565085095413,266.3946474329854
0,2025-02-12,ADANIPORTS.NS,ADANIPORTS.NS,LSTM,0.9923405475708238,0.8250537178814775,1122.931396484375,1105.18310546875,1087.87548828125,1070.8939208984375,1054.62353515625,1135.853741983563,1118.105450967938,1100.797833780438,1083.8162663976254,1067.545880655438,1110.8912074046025,1093.1429163889775,1075.8352992014775,1058.853731818665,1042.5833460764775
