^CNXAUTO,TATAMOTORS.NS,MARUTI.NS,M&M.NS,HEROMOTOCO.NS,EICHERMOT.NS,BAJAJ-AUTO.NS,TVSMOTOR.NS,MOTHERSON.NS,MOTHERSON.NS,BHARATFORG.NS,TATAMTRDVR.NS,BOSCHLTD.NS,BOSCHLTD.NS,MRF.NS,BALKRISIND.NS,EXIDEIND.NS,APOLLOTYRE.NS,ASHOKLEY.NS,
^CNXFMCG,HINDUNILVR.NS,DABUR.NS,ITC.NS,BRITANNIA.NS,NESTLEIND.NS,TATACONSUM.NS,TATACONSUM.NS,VBL.NS,GODREJCP.NS,COLPAL.NS,UNITDSPR.NS,MARICO.NS,PGHH.NS,UBL.NS,RADICO.NS,BALRAMCHIN.NS,
^CNXIT,TCS.NS,INFY.NS,WIPRO.NS,HCLTECH.NS,TECHM.NS,LTIM.NS,PERSISTENT.NS,MPHASIS.NS,LTTS.NS,
^NSEBANK,HDFCBANK.NS,ICICIBANK.NS,AXISBANK.NS,KOTAKBANK.NS,SBIN.NS,INDUSINDBK.NS,FEDERALBNK.NS,PNB.NS,BANKBARODA.NS,AUBANK.NS,IDFCFIRSTB.NS,BANDHANBNK.NS,
^CNXMETAL,TATASTEEL.NS,JSWSTEEL.NS,HINDALCO.NS,COALINDIA.NS,VEDL.NS,JSL.NS,ADANIENT.NS,NMDC.NS,SAIL.NS,HINDZINC.NS,HINDCOPPER.NS,APLAPOLLO.NS,RATNAMANI.NS,WELCORP.NS,
^CNXPHARMA,SUNPHARMA.NS,CIPLA.NS,DRREDDY.NS,LUPIN.NS,AARTIIND.NS,AUROPHARMA.NS,TORNTPHARM.NS,MANKIND.NS,IPCALAB.NS,ALKEM.NS,DIVISLAB.NS,LAURUSLABS.NS,ABBOTINDIA.NS,ZYDUSLIFE.NS,NATCOPHARM.NS,GLAND.NS,BIOCON.NS,GLENMARK.NS,SANOFI.NS,JBCHEPHARM.NS,GRANULES.NS,
^CNXREALTY,DLF.NS,GODREJPROP.NS,OBEROIRLTY.NS,BRIGADE.NS,LODHA.NS,PRESTIGE.NS,SOBHA.NS,MAHLIFE.NS,PHOENIXLTD.NS,BRIGADE.NS,SUNTECK.NS,
^CNXMEDIA,ZEEMEDIA.NS,SUNTV.NS,TV18BRDCST.NS,SAREGAMA.NS,NETWORK18.NS,NAZARA.NS,PVRINOX.NS,DISHTV.NS,HATHWAY.NS,
^CNXCONSUM,TITAN.NS,POLYCAB.NS,BLUESTARCO.NS,CROMPTON.NS,VOLTAS.NS,DIXON.NS,KAJARIACER.NS,KALYANKJIL.NS,CERA.NS,VGUARD.NS,HAVELLS.NS,VOLTAS.NS,BATAINDIA.NS,WHIRLPOOL.NS,CENTURYPLY.NS,RAJESHEXPO.NS,
^NSEI,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BPCL.NS,BHARTIARTL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,LTIM.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,TATACONSUM.NS,TATAMOTORS.NS,TATASTEEL.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
