Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,40.70000076293945,40.70000076293945,46.54999923706055,40.20000076293945,45.349998474121094,413769767
2020-02-01,36.79999923706055,36.79999923706055,42.70000076293945,36.599998474121094,40.900001525878906,270789087
2020-03-01,21.100000381469727,21.100000381469727,39.25,17.649999618530273,37.29999923706055,834503221
2020-04-01,21.899999618530273,21.899999618530273,26.899999618530273,19.5,21.0,528014104
2020-05-01,22.100000381469727,22.100000381469727,23.25,18.450000762939453,21.899999618530273,770280360
2020-06-01,25.700000762939453,25.700000762939453,29.25,22.399999618530273,23.0,1364279287
2020-07-01,26.600000381469727,26.600000381469727,29.200000762939453,24.100000381469727,25.950000762939453,893852554
2020-08-01,32.0,32.0,34.5,26.0,26.600000381469727,1011702892
2020-09-01,29.950000762939453,29.950000762939453,32.75,26.850000381469727,32.25,870442894
2020-10-01,30.600000381469727,30.600000381469727,32.25,29.75,30.049999237060547,552830104
2020-11-01,36.75,36.75,38.5,29.899999618530273,31.100000381469727,713386893
2020-12-01,37.04999923706055,37.04999923706055,39.04999923706055,32.900001525878906,37.099998474121094,585593457
2021-01-01,47.20000076293945,47.20000076293945,52.45000076293945,36.849998474121094,37.04999923706055,1288323462
2021-02-01,63.45000076293945,63.45000076293945,66.80000305175781,43.75,45.79999923706055,1387840786
2021-03-01,55.70000076293945,55.70000076293945,69.30000305175781,55.29999923706055,64.3499984741211,873837857
2021-04-01,54.70000076293945,54.70000076293945,58.349998474121094,47.5,56.20000076293945,930724254
2021-05-01,58.5,58.5,60.150001525878906,53.0,54.20000076293945,769278994
2021-06-01,54.20000076293945,54.20000076293945,62.0,53.45000076293945,58.54999923706055,774006636
2021-07-01,52.0,52.0,55.0,50.0,54.349998474121094,588231657
2021-08-01,42.95000076293945,42.95000076293945,52.099998474121094,40.75,48.650001525878906,856615277
2021-09-01,47.650001525878906,47.650001525878906,51.599998474121094,42.70000076293945,42.95000076293945,672099710
2021-10-01,49.5,49.5,53.5,46.54999923706055,47.20000076293945,717672398
2021-11-01,44.599998474121094,44.599998474121094,52.95000076293945,44.29999923706055,50.400001525878906,507052596
2021-12-01,48.349998474121094,48.349998474121094,52.70000076293945,43.54999923706055,45.0,600183491
2022-01-01,46.75,46.75,50.599998474121094,43.95000076293945,48.79999923706055,532419002
2022-02-01,42.099998474121094,42.099998474121094,49.45000076293945,37.599998474121094,47.400001525878906,488050061
2022-03-01,39.70000076293945,39.70000076293945,43.54999923706055,37.70000076293945,42.099998474121094,878508978
2022-04-01,39.5,39.5,44.20000076293945,39.150001525878906,39.650001525878906,562044597
2022-05-01,36.29999923706055,36.29999923706055,40.79999923706055,33.04999923706055,39.70000076293945,617796305
2022-06-01,31.450000762939453,31.450000762939453,36.79999923706055,28.950000762939453,36.20000076293945,671480495
2022-07-01,37.54999923706055,37.54999923706055,37.79999923706055,30.600000381469727,31.350000381469727,441125940
2022-08-01,49.150001525878906,49.150001525878906,50.400001525878906,38.5,39.0,1140595220
2022-09-01,49.849998474121094,49.849998474121094,53.75,46.20000076293945,48.900001525878906,754700724
2022-10-01,56.099998474121094,56.099998474121094,58.400001525878906,49.04999923706055,49.849998474121094,887541778
2022-11-01,58.599998474121094,58.599998474121094,59.70000076293945,54.79999923706055,56.400001525878906,617046288
2022-12-01,58.79999923706055,58.79999923706055,64.30000305175781,52.29999923706055,58.75,927279353
2023-01-01,58.20000076293945,58.20000076293945,61.849998474121094,54.20000076293945,58.5,585544868
2023-02-01,55.150001525878906,55.150001525878906,60.349998474121094,53.0,58.95000076293945,520875966
2023-03-01,55.04999923706055,55.04999923706055,58.099998474121094,52.099998474121094,55.25,457938969
2023-04-01,61.45000076293945,61.45000076293945,62.0,53.349998474121094,55.20000076293945,433042050
2023-05-01,71.6500015258789,71.6500015258789,72.0,61.45000076293945,61.45000076293945,775189360
2023-06-01,79.4000015258789,79.4000015258789,84.5,70.8499984741211,71.5,907802000
2023-07-01,87.19999694824219,87.19999694824219,88.30000305175781,77.05000305175781,79.94999694824219,942453269
2023-08-01,93.3499984741211,93.3499984741211,95.80000305175781,85.55000305175781,87.6500015258789,1109764624
2023-09-01,95.5,95.5,100.69999694824219,89.0999984741211,91.80000305175781,828354368
2023-10-01,82.69999694824219,82.69999694824219,95.6500015258789,81.44999694824219,95.5,624782124
2023-11-01,85.19999694824219,85.19999694824219,88.9000015258789,80.80000305175781,82.75,488313985
2023-12-01,88.9000015258789,88.9000015258789,92.44999694824219,85.4000015258789,85.80000305175781,788576702
2024-01-01,84.3499984741211,84.3499984741211,89.6500015258789,78.9000015258789,88.80000305175781,961928058
2024-02-01,81.05000305175781,81.05000305175781,84.6500015258789,77.80000305175781,84.19999694824219,670166783
2024-03-01,75.4000015258789,75.4000015258789,82.8499984741211,75.05000305175781,81.3499984741211,692119399
2024-04-01,82.1500015258789,82.1500015258789,86.0999984741211,75.94999694824219,76.19999694824219,937082993
2024-05-01,76.4000015258789,76.4000015258789,82.6500015258789,75.1500015258789,82.1500015258789,840348354
2024-06-01,82.16000366210938,82.16000366210938,84.5,70.80000305175781,80.6500015258789,927417223
2024-07-01,75.98999786376953,75.98999786376953,82.19999694824219,72.4000015258789,82.16000366210938,734812102
2024-08-01,73.83999633789062,73.83999633789062,76.45999908447266,70.43000030517578,76.05000305175781,548381285
2024-09-01,74.3499984741211,74.3499984741211,76.06999969482422,71.16000366210938,73.6500015258789,649248156
2024-10-01,65.93000030517578,65.93000030517578,75.0999984741211,59.29999923706055,74.55000305175781,1017142590
2024-11-01,64.08000183105469,64.08000183105469,68.12000274658203,62.400001525878906,66.69999694824219,535207819
2024-12-01,63.13999938964844,63.13999938964844,66.58999633789062,61.20000076293945,64.08000183105469,476350643
2025-01-01,62.27000045776367,62.27000045776367,66.19999694824219,59.04999923706055,63.290000915527344,410162670
