Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,518.85400390625,536.75,542.5,535.7000122070312,539.9000244140625,7642793
2020-01-02,522.5756225585938,540.5999755859375,541.9000244140625,535.8499755859375,536.0,10264223
2020-01-03,520.884033203125,538.8499755859375,540.7999877929688,536.25,538.0,9594690
2020-01-06,508.1724548339844,525.7000122070312,537.25,523.7999877929688,537.25,12534334
2020-01-07,505.4658508300781,522.9000244140625,535.5999755859375,521.6500244140625,531.2999877929688,16101835
2020-01-08,508.4141540527344,525.9500122070312,527.3499755859375,515.0,516.0,16094310
2020-01-09,528.0856323242188,546.2999877929688,547.4000244140625,530.2999877929688,530.7000122070312,18934019
2020-01-10,522.2373657226562,540.25,546.5,538.5,544.9000244140625,12335407
2020-01-13,520.642333984375,538.5999755859375,546.0499877929688,538.0,539.4000244140625,7901800
2020-01-14,519.6756591796875,537.5999755859375,538.9500122070312,534.1500244140625,536.2000122070312,13939440
2020-01-15,517.7423706054688,535.5999755859375,536.9500122070312,530.6500244140625,535.0999755859375,12353176
2020-01-16,519.2406616210938,537.1500244140625,540.0,533.2000122070312,533.9000244140625,11249232
2020-01-17,514.3107299804688,532.0499877929688,538.0,530.5999755859375,534.5,18312609
2020-01-20,517.017333984375,534.8499755859375,544.0,531.0,533.0,19159996
2020-01-21,513.343994140625,531.0499877929688,540.25,530.2000122070312,532.9500122070312,13477994
2020-01-22,505.41741943359375,522.8499755859375,534.9500122070312,520.75,531.5,17527408
2020-01-23,510.105712890625,527.7000122070312,530.25,517.0499877929688,521.4000244140625,17061293
2020-01-24,516.0505981445312,533.8499755859375,537.4000244140625,527.0,529.25,17851868
2020-01-27,519.3373413085938,537.25,545.0,531.5,538.5,38149166
2020-01-28,510.5891418457031,528.2000122070312,540.5999755859375,524.4500122070312,538.0999755859375,24009224
2020-01-29,509.04241943359375,526.5999755859375,534.7999877929688,525.2999877929688,531.5499877929688,16400827
2020-01-30,514.4557495117188,532.2000122070312,533.9500122070312,524.1500244140625,527.6500244140625,14319317
2020-01-31,508.1241760253906,525.6500244140625,532.75,522.4000244140625,530.0,16292578
2020-02-03,498.3608093261719,515.5499877929688,519.1500244140625,502.0,504.0,22531888
2020-02-04,513.1023559570312,530.7999877929688,534.6500244140625,516.6500244140625,520.0,17781475
2020-02-05,521.1256713867188,539.0999755859375,540.4000244140625,525.7000122070312,529.0499877929688,18782476
2020-02-06,523.542236328125,541.5999755859375,547.0,536.25,540.3499755859375,15296851
2020-02-07,518.5640869140625,536.4500122070312,541.75,535.1500244140625,540.9500122070312,8297149
2020-02-10,516.1473999023438,533.9500122070312,542.25,530.5,538.6500244140625,12536053
2020-02-11,521.7540283203125,539.75,544.7999877929688,537.5,537.7000122070312,11243552
2020-02-12,530.9855346679688,549.2999877929688,550.7000122070312,542.7000122070312,545.7999877929688,14026335
2020-02-13,522.9623413085938,541.0,549.0,538.0,549.0,9227235
2020-02-14,527.6022338867188,545.7999877929688,548.6500244140625,536.5499877929688,541.25,14458649
2020-02-17,523.542236328125,541.5999755859375,545.3499755859375,537.75,543.0,7793293
2020-02-18,523.1557006835938,541.2000122070312,544.4000244140625,536.0,541.0,15918303
2020-02-19,526.6356811523438,544.7999877929688,546.5,540.5,543.5,8704234
2020-02-20,528.7623291015625,547.0,549.3499755859375,541.7999877929688,545.5,13588526
2020-02-24,512.18408203125,529.8499755859375,541.8499755859375,527.5499877929688,539.5,16940750
2020-02-25,513.2474365234375,530.9500122070312,538.7999877929688,525.2999877929688,532.4500122070312,14942960
2020-02-26,506.23907470703125,523.7000122070312,529.3499755859375,522.2000122070312,526.8499755859375,15743918
2020-02-27,498.16754150390625,515.3499755859375,523.2999877929688,512.6500244140625,522.7999877929688,26315054
2020-02-28,480.6709899902344,497.25,506.8500061035156,492.20001220703125,501.6000061035156,32737933
2020-03-02,489.2259521484375,506.1000061035156,520.5499877929688,498.45001220703125,508.25,28642076
2020-03-03,497.5874938964844,514.75,519.5,508.5,509.8500061035156,19661945
2020-03-04,491.4009094238281,508.3500061035156,517.5,497.04998779296875,517.5,21883404
2020-03-05,487.67926025390625,504.5,511.1499938964844,500.0,509.75,16671516
