Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,745.4520263671875,748.7000122070312,759.9500122070312,747.2000122070312,754.9000244140625,4917748
2020-01-02,753.6661987304688,756.9500122070312,759.0,747.5999755859375,750.0,5156046
2020-01-03,739.7269897460938,742.9500122070312,756.25,740.5,753.1500244140625,8489729
2020-01-06,720.1123657226562,723.25,739.5999755859375,721.7000122070312,739.4500122070312,6356198
2020-01-07,722.6015625,725.75,738.0,721.0499877929688,728.0,9103360
2020-01-08,721.3569946289062,724.5,725.75,709.0999755859375,715.25,8973215
2020-01-09,739.6273193359375,742.8499755859375,745.0,731.0,733.5499877929688,7559853
2020-01-10,736.8395385742188,740.0499877929688,751.7999877929688,734.7999877929688,743.0,8550490
2020-01-13,734.2010498046875,737.4000244140625,746.75,735.3499755859375,740.0,6423758
2020-01-14,744.6554565429688,747.9000244140625,751.4000244140625,734.2000122070312,740.0,7237665
2020-01-15,743.0624389648438,746.2999877929688,749.0,738.0,747.0499877929688,7911661
2020-01-16,734.1014404296875,737.2999877929688,750.4000244140625,735.0999755859375,746.5,6487613
2020-01-17,736.6902465820312,739.9000244140625,742.4500122070312,730.8499755859375,734.8499755859375,7678864
2020-01-20,724.0452880859375,727.2000122070312,746.2000122070312,725.0,742.9500122070312,10677371
2020-01-21,714.4868774414062,717.5999755859375,729.5999755859375,716.0499877929688,726.3499755859375,8242803
2020-01-22,709.508544921875,712.5999755859375,722.75,706.5999755859375,717.0,13321307
2020-01-23,719.863525390625,723.0,737.5499877929688,719.4000244140625,725.0499877929688,20643257
2020-01-24,734.2010498046875,737.4000244140625,741.7000122070312,720.4000244140625,723.4000244140625,9541490
2020-01-27,737.0386962890625,740.25,748.4500122070312,731.0,732.4500122070312,9170435
2020-01-28,733.9521484375,737.1500244140625,746.5,735.0,738.4000244140625,7836737
2020-01-29,732.060302734375,735.25,745.5,733.5499877929688,740.0,7985274
2020-01-30,727.729248046875,730.9000244140625,736.4000244140625,727.2999877929688,735.75,6041343
2020-01-31,726.1361694335938,729.2999877929688,737.25,725.2000122070312,734.7000122070312,8345819
